"A:3,2",PRB15,B51,"A:3,2",B52,C30,"A:3,2",C29,D51,"A:3,2",D52,E30,"A:3,2",E29,F51,"A:3,2",F52,G30,"A:3,2",G29,H51,"A:3,2",H52,I30,"A:3,2",I29,J51,"A:3,2"
"A:3,2",PRB14,B53,"A:3,2",B54,C28,"A:3,2",C27,D53,"A:3,2",D54,E28,"A:3,2",E27,F53,"A:3,2",F54,G28,"A:3,2",G27,H53,"A:3,2",H54,I28,"A:3,2",I27,J53,"A:3,2"
"A:3,2",PRB13,B55,"A:3,2",B56,C26,"A:3,2",C25,D55,"A:3,2",D56,E26,"A:3,2",E25,F55,"A:3,2",F56,G26,"A:3,2",G25,H55,"A:3,2",H56,I26,"A:3,2",I25,J55,"A:3,2"
"A:3,2",PRB12,B57,"A:3,2",B58,C24,"A:3,2",C23,D57,"A:3,2",D58,E24,"A:3,2",E23,F57,"A:3,2",F58,G24,"A:3,2",G23,H57,"A:3,2",H58,I24,"A:3,2",I23,J57,"A:3,2"
"A:3,2",PRB11,B59,"A:3,2",B60,C22,"A:3,2",C21,D59,"A:3,2",D60,E22,"A:3,2",E21,F59,"A:3,2",F60,G22,"A:3,2",G21,H59,"A:3,2",H60,I22,"A:3,2",I21,J59,"A:3,2"
"A:3,2",PRB10,B61,"A:3,2",B62,C20,"A:3,2",C19,D61,"A:3,2",D62,E20,"A:3,2",E19,F61,"A:3,2",F62,G20,"A:3,2",G19,H61,"A:3,2",H62,I20,"A:3,2",I19,J61,"A:3,2"
"A:3,2",PRB09,B63,"A:3,2",B64,C18,"A:3,2",C17,D63,"A:3,2",D64,E18,"A:3,2",E17,F63,"A:3,2",F64,G18,"A:3,2",G17,H63,"A:3,2",H64,I18,"A:3,2",I17,J63,"A:3,2"
"A:3,2",PRB08,B65,"A:3,2",B66,C16,"A:3,2",C15,D65,"A:3,2",D66,E16,"A:3,2",E15,F65,"A:3,2",F66,G16,"A:3,2",G15,H65,"A:3,2",H66,I16,"A:3,2",I15,J65,"A:3,2"
"A:3,2",PRB07,B67,"A:3,2",B68,C14,"A:3,2",C13,D67,"A:3,2",D68,E14,"A:3,2",E13,F67,"A:3,2",F68,G14,"A:3,2",G13,H67,"A:3,2",H68,I14,"A:3,2",I13,J67,"A:3,2"
"A:3,2",PRB06,B69,"A:3,2",B70,C12,"A:3,2",C11,D69,"A:3,2",D70,E12,"A:3,2",E11,F69,"A:3,2",F70,G12,"A:3,2",G11,H69,"A:3,2",H70,I12,"A:3,2",I11,J69,"A:3,2"
"A:3,2",PRB05,B71,"A:3,2",B72,C10,"A:3,2",C09,D71,"A:3,2",D72,E10,"A:3,2",E09,F71,"A:3,2",F72,G10,"A:3,2",G09,H71,"A:3,2",H72,I10,"A:3,2",I09,J71,"A:3,2"
"A:3,2",PRB04,B73,"A:3,2",B74,C08,"A:3,2",C07,D73,"A:3,2",D74,E08,"A:3,2",E07,F73,"A:3,2",F74,G08,"A:3,2",G07,H73,"A:3,2",H74,I08,"A:3,2",I07,J73,"A:3,2"
"A:3,2",PRB03,B75,"A:3,2",B76,C06,"A:3,2",C05,D75,"A:3,2",D76,E06,"A:3,2",E05,F75,"A:3,2",F76,G06,"A:3,2",G05,H75,"A:3,2",H76,I06,"A:3,2",I05,J75,"A:3,2"
"A:3,2",PRB02,B77,"A:3,2",B78,C04,"A:3,2",C03,D77,"A:3,2",D78,E04,"A:3,2",E03,F77,"A:3,2",F78,G04,"A:3,2",G03,H77,"A:3,2",H78,I04,"A:3,2",I03,J77,"A:3,2"
"A:3,2",PRB01,B79,"A:3,2",B80,C02,"A:3,2",C01,D79,"A:3,2",D80,E02,"A:3,2",E01,F79,"A:3,2",F80,G02,"A:3,2",G01,H79,"A:3,2",H80,I02,"A:3,2",I01,J79,"A:3,2"
"A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2","A:6,2;U","A:6,2;U","A:3,2"
"A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2","A:3,2","A:6,2","A:6,2;R",END
